GARBERVILLE MAINTENANCE STATION,230215.5,204610.7
GEYSERVILLE MAINTENANCE STATION,45146.9,46913.5
GIBSON MAINTENANCE STATION,313750.9,313118.8
Gilroy Maintenance Station,0,47856.7
GLENNVILLE MAINTENANCE STATION,22196.1,14409.1
Gold Run S/S,9782.6,10544.3
GRASS LAKE MAINTENANCE STATION,133749.7,177015.2
GRASSHOPPER SANDHOUSE,8127.4,7175.4
GREENVILLE WYE SANDHOUSE,21851.7,18470.5
GROVELAND MAINTENANCE STATION,203244.4,192168.9
Half Moon Bay Maint,100681.1,106418.8
HALLELUJAH JCT SANDHOUSE,20703.3,29895.3
Happy Gap S/S,13082.2,16013.5
HAT CREEK MAINTENANCE STATION,0,0
Hatchet Mtn Sandhouse,12438.4,15884.4
HAYFORK MAINTENANCE STATION,146579.5,124742
HAYWARD MAINTENANCE STATION,0,0
HEADQUARTERS EQUIPMENT SHOP,0,7096791
HEMET MAINTENANCE STATION,341733.5,269189
HERCULES MAINTENANCE STATION,89929.3,76039.8
HILT SANDHOUSE,16029.6,12487.9
HOLLISTER MAINTENANCE STATION,63100.5,48724.8
Humphrey Maint,73347.1,19994.8
HUNTINGTON BEACH FIELD OFFICE,280321.1,211755
Huntington Lake Satellite Maint,72708.8,71174
IDLEWILD MAINTENANCE STATION,188069.4,196531.2
Imperial Avenue Maintenance Station,67678.1,68634.5
INDEPENDENCE MAINTENANCE STATION (OPEN),134214.4,344748.5
INDIO MAINTENANCE STATION,164190,427558
INYOKERN MAINTENANCE STATION,325930,302315.9
IONE MAINTENANCE STATION,492223.4,396466.2
JUNCTION 44/36 SAND STORAGE,7840.8,16731.8
Kearney Mesa Maintainance Station,0,0
Keen Camp,143031.7,130201.9
Kempton Maint,2614.7,2697.8
KETTLEMAN CITY MAINTENANCE STATION,271501.9,219090.9
KING CITY MAINTENANCE STATION,71445.1,57623.4
KINGVALE MAINTENANCE STATION,1962135.3,1771845.2
KYBURZ MAINTENANCE STATION,340415.6,310686.2
"Lake Henshaw, Santa Ysabel, Maintenance",130474.2,75746.4
LAKEPORT MAINTENANCE STATION,147427.2,116722.5
Lakeview Point Satellite,0,0
LANCASTER MAINTENANCE STATION,331884.6,227330.8
LAS FLORES MAINTENANCE STATION,98410.4,89818.1
LEBEC MAINTENANCE STATION 1,0,1228408.3
LEE VINING MAINTENANCE STATION,52944.6,50562.4
LEE'S SUMMIT SANDHOUSE,11331.3,4612.3
LEGGETT MAINTENANCE STATION,105790.1,104153.2
LEMON COVE MAINTENANCE STATION,7630.1,9335.5
LEMOORE YARD MAINTENANCE STATION,323574.8,285093.4
Liebre Gulch S/S,939.1,1799
LIVERMORE MAINTENANCE STATION,267684.7,232269.1
LODI MAINTENANCE STATION,356911.4,367934.7
Lone Pine S/S,0,0
LONG BARN MAINTENANCE STATION,226941,248916.2
LONG BEACH MAINTENANCE STATION,0,712226.3
LOS ANGELES LABORATORY/OFFICE,0,0
LOS ANGELES REGIONAL TMC,20685391,20796581
LOS BANOS MAINTENANCE STATION,300325.2,215501.7
Los Gatos Satellite,0,0
LOST HILLS MAINTENANCE STATION (SATELLITE),17857.7,8820.4
LOWER LAKE CONSTRUCTION LABORATORY,134727.7,80736.7
MADERA MAINTENANCE STATION,577179.8,455122.4
Magana Ortega,709280.2,770419.9
Maintenance Equip Training Ctr,659373.4,370452.8
MANCHESTER MAINTENANCE STATION,66672.9,69723.1
MANZANITA MAINTENANCE STATION,166571.6,168088.9
Marine Way Maint,864613,696794.3
MARYSVILLE MAINTENANCE STATION,712256.8,381799.4
MCCLOUD SAND HOUSE,9103.9,7902.2
MCGEE MAINTENANCE STATION,584196.8,603550.4
MCKITTRICK MAINTENANCE STATION,4385.3,5693.5
MENDOTA MAINTENANCE STATION,179723.6,147483.7
MERCED MAINTENANCE STATION,337038.4,294385
Metro Electrical,105973.3,112039.2
Middlebury Maint,325934.1,49516
MIDDLEFIELD ROAD MAINTENANCE STATION,35528.5,49051.8
MIDPINES MAINTENANCE STATION,266041.1,253494.7
MIDWAY WELLS MAINTENANCE STATION,70593.6,66294.5
Millbrae Maint,53640.9,45591.3
MILPITAS LANDSCAPE MAINTENANCE,76097.8,63790.6
Milt's Place S/S,0,0
MINARET SATELLITE,158972.8,162521.5
MINERAL MAINTENANCE STATION,152238.9,126728.5
Mission Hills Maint,16097.1,15323.3
MODESTO MAINTENANCE STATION,476486.5,293957.7
MOJAVE MAINTENANCE STATION,227368.8,203123.3
MONTEREY MAINTENANCE STATION,0,84727.9
Moorpark Maint,246656.9,224230.4
Mountain Pass,199062.2,131433.5
Mt Wilson S/S,0,0
MT. SHASTA MAINTENANCE STATION,546600.4,480273.1
Mud Springs S/S,0,0
NAPA MAINTENANCE STATION,0,280072.8
NEEDLES MAINTENANCE STATION,400398.7,284450.8
NEVADA CITY (SUTTER/SIERRA REGION) MAINTENANCE,2132847.7,1888131.5
NEWELL MAINTENANCE STATION,106045,103997.8
NEWHALL MAINTENANCE STATION/NORTH REGION,0,347025
NORTH BAY REGION,0,435534.1
NORTH HOLLYWOOD MAINTENANCE STATION,245501.9,224134.7
NORTHGATE MAINTENANCE STATION,526502.6,446821.2
OJAI MAINTENANCE STATION,39589.5,26511.3
Old Gold  Lake Rd S/S,0,0
ONTARIO MAINTENANCE STATION,166727.7,130188.9
ORANGE MAINTENANCE STATION,0,712637.6
ORINDA CONSTRUCTION LABORATORY,42669.3,25893.1
ORLEANS MAINTENANCE STATION,95443.2,86866.6
Otay Maintenance Station,50913.9,58126.1
Pacific Highway Maintenance Station,55306.9,61282.7
PACIFIC PLACE MAINTENANCE STATION,119022.2,125289
PARADISE VALLEY MAINTENANCE STATION,271843.4,259345.1
PATTERSON MAINTENANCE STATION,590123.6,492164.3
Peddler Hill Maint,0,0
Pickets S/S,0,0
PIERPOINT SPRINGS/CAMP NELSON MAINTENANCE,14913.4,12673
Pine Creek Sand Storage,0,0
PINE GROVE MAINTENANCE STATION,155501.3,142040.9
PINECREST SAND STORAGE,35822.7,35118.5
PINEHURST MAINTENANCE STATION,1204.4,1204.6
PLACERVILLE MAINTENANCE STATION,406066.4,409516.2
PLATINA MAINTENANCE STATION,638477.2,613849.7
POINT REYES MAINTENANCE STATION,7.8,0
Pomona Maint,90047,36649.5
PORTERVILLE MAINTENANCE STATION,0,206731
PULGA MAINTENANCE STATION,185088,187144.9
Quail Lake S/S,0,0
QUINCY MAINTENANCE STATION,0,334222.1
Ramona Maint,0,0
Rattlesnake Ck S/S,6304.3,9430.3
RED BLUFF MAINTENANCE STATION,227243.5,226429.5
REDDING MAINTENANCE STATION,567074.5,825431
Redwood Bypas S/S,0,0
Redwood City Maint,112406.4,70455.4
Richards Blvd Satellite,0,0
RICHMOND CONSTRUCTION LABORATORY,1495357.9,1091091.6
Richmond-San Rafael Toll Plaza,1197568.7,1404324.6
RIO VISTA MAINTENANCE STATION,242778.7,212941.2
RIVERSIDE MAINTENANCE STATION,0,415288.9
Riverton S/S,4829.7,6064.8
ROSEMEAD MAINTENANCE STATION,273163.3,277619.6
ROSEVILLE MAINTENANCE STATION,534322.4,473115.8
ROYAL OAKS WAREHOUSE,2152445.5,1927195.3
SALINAS MAINTENANCE STATION,319097.9,295563.7
SALT CREEK SAND STORAGE,20838.8,18157.1
SAN BERNARDINO MAINTENANCE STATION,989113.5,761617.8
San Diego/Coronado Maintenance Station,273167,178233.8
SAN FERNANDO MAINTENANCE STATION,437496.1,438754.8
San Francisco Maint,572146.3,493735.2
SAN GABRIEL ELECTRICAL MAINTENANCE STATION,8384.2,7680.1
SAN JUAN CAPISTRANO MAINTENANCE STATION,209565.4,184908.6
San Luis Obispo Maint,0,0
San Mateo Paint,0,0
SAN PEDRO MAINTENANCE STATION,0,0
San Rafael Lands,0,0
San Rafael Paint Shop,136.5,682.4
SANTA BARBARA MAINTENANCE STATION,0,352143.5
SANTA CRUZ MAINTENANCE STATION,0,340010.7
SANTA MARIA MAINTENANCE STATION,0,144859.6
Santa Paula Maint,196618.7,72856.7
SANTA ROSA LANDSCAPE STATION,95194.5,75771.1
Santee Maintenance Station,0,643416.4
SARATOGA GAP SAND/SALT STORAGE,19075.6,19089.3
SCHELLVILLE MAINTENANCE STATION,0,0
SEBASTOPOL MAINTENANCE STATION,61639.9,55879
SEIAD VALLEY MAINTENANCE STATION,3521.2,3255
SEMINARY LANDSCAPE MAINTENANCE,28531.7,25067.4
Sespe Gorge S/S,0,0
SHANDON MAINTENANCE STATION,51526.3,0
SHAVER LAKE MAINTENANCE STATION,189761.7,160408.5
Sherwin Grad Sand/Salt Storage,0,0
SHINGLETOWN SAND HOUSE,44317.4,19260.1
SHOSHONE MAINTENANCE STATION,0,255024.4
SIERRAVILLE MAINTENANCE STATION,321062.4,361265.3
SILVERLAKE MAINTENANCE STATION,446847.4,386595.2
SKYLONDA STORAGE,7613.5,5354.6
SONORA JUNCTION MAINTENANCE STATION,475600,479364.5
SONORA MAINTENANCE STATION,189857.2,139558.7
Soulsbyville S/S,3553.2,2066.1
SOUTH BAY REGION,88.7,146.1
South Electrical,0,1817111.4
SOUTH LAKE TAHOE MAINTENANCE STATION,1022371.6,1152573.6
SOUTH OAKLAND MAINTENANCE STATION,0,0
SOUTH PETALUMA MAINTENANCE STATION,88673.6,73705.2
SOUTH SAN FRANCISCO MAINTENANCE STATION,0,0
South San Jose Maint,0,588693.6
SPECIAL CREWS MAINTENANCE STATION,1493856.8,1362402.3
Specialty Region Hesperian,1235714.3,1402249.8
Specialty Region Maint,855356.6,0
STANTON MAINTENANCE STATION,183883.2,171002.9
Sterling Sub Station,0,0
STOCKTON LANDSCAPE,85942.8,65773.4
STOCKTON MAINTENANCE STATION,0,2217248.9
STOCKTON MAINTENANCE STATION 1690,320731.1,286753.2
SUNRISE MAINTENANCE STATION,789076,738510.1
SUSANVILLE MAINTENANCE STATION,328755.8,902006.6
TAFT MAINTENANCE STATION,261029.9,263655.7
TAHOE CITY MAINTENANCE STATION,348296.3,338332.6
TARZANA MAINTENANCE STATION,0,195726.8
TEHACHAPI MAINTENANCE STATION,24800.3,24735.7
TEHACHAPI SAND STORAGE,26140.7,10892.8
Tejon Mtn S/S,0,0
Telegraph Maint,95206,85325.6
TEMPLETON MAINTENANCE STATION,540970.2,423961.7
Terminal Island Maint,207349.4,123111.2
TERMO SAND HOUSE,13429.6,12508.4
TIP TOP SAND STORAGE,13429.8,14425.8
Toll Bridge Region Maint,3565.6,68679.1
Toll Road Maint,524031.2,554266.5
TORRANCE MAINTENANCE STATION,48775.5,45401.1
TRACY MAINTENANCE STATION,145533.5,132070.8
TRANS BAY TERMINAL BUILDING,0,0
TRANSPORTATION LABORATORY,0,1.34E+07
Tri-Bridge Yard,0,551640.4
TRINITY CENTER MAINTENANCE STATION,125350.1,138656.9
TRUCKEE MAINTENANCE STATION,1227228.8,1243606.5
Tulare Maint,366504.1,234627.5
UKIAH MAINTENANCE STATION,0,881219.9
Valencia & North Region Maint,274995.6,262087.4
VALLEJO MAINTENANCE STATION,91115.7,89897.8
VENTURA MAINTENANCE STATION,176384.4,0
VENTURA REGION OFFICE,121597,104445
VICTORVILLE MAINTENANCE STATION,1056803.1,666352.2
Vidal Maint,129273,143899.1
Vincent S/S,26331,18610.7
VINCENT THOMAS BRIDGE MAINTENANCE STATION (Paint),399495.4,320500
Visalia Maint,0,598685
WALNUT CREEK WEST MAINTENANCE STATION,125627,129533.8
Ward Road S/S,19999,10570.4
WASCO MAINTENANCE STATION,156357,134351.3
WEAVERVILLE MAINTENANCE STATION,216184.3,210179.9
Weed S/S,7226.6,1304.1
WEST AVENUE MAINTENANCE STATION,61921.5,65711.2
West Bay Paint,566356.5,380539.2
WEST BAY REGION MAINTENANCE STATION,471657.2,460409.7
WEST POINT MAINTENANCE STATION,83637.5,75907.3
WEST REGION MAINTENANCE STATION,0,557008.6
WEST SACRAMENTO MAINTENANCE STATION,614571.3,341382.8
Westborough Maint,9774.5,8823.9
Westdale Maint,961768.7,420587.3
WESTWOOD CONSTRUCTION OFFICE,219003.1,158217.1
WHITMORE MAINTENANCE STATION,970650.2,965705.2
Whittaker Summit S/S,0,0
WHITTIER AND EAST REGION MAINTENANCE STATION,658979,447510.8
WILLITS MAINTENANCE STATION,364940.1,299804.3
WILLOW CREEK MAINTENANCE STATION,60531.6,60798.7
WILLOW CREEK SAND STORAGE,10481.7,3644
Willow Springs Maint,0,0
WILLOW ST. ELECTRICAL CREW,463909.6,177127.6
WILLOWS MAINTENANCE STATION,265618.7,202871.6
WOODFORDS MAINTENANCE STATION,0,0
WOODLAND MAINTENANCE STATION,17449.8,7215.9
WOODSIDE MAINTENANCE STATION,683901.4,1128498.1
Yerba Buena Island,0,0
YREKA MAINTENANCE STATION,275962.6,301210.7
YUBA ST MAINTENANCE STATION,0,0
